id,country,name,address,focus,source_page
00121,Argentina,Cámara Argentina de la Industria Plástica (CAIP) / Argentine Chamber of the Plastics Industry,"Av Jerónimo Salguero 1939-1941, C1425DED Buenos Aires - T: (011) 48219603; Fax: 48265480; E-mail: info@caip.org; Internet: http://www.caip.org.ar - Founded: 1944",Plast,image00024.jpg
00122,Argentina,"Cámara Argentina de Papelerías, Librerías y Afines (CAPLA) / Argentine Chamber of Stationers, Bookshops and Related Businesses","Av Dr. Nicolas Avellaneda 1023, C1405CNK Buenos Aires - T: (011) 44311836; Fax: 44323126; E-mail: capla@netex.com.ar - Pres: Daniel Peluffo; Gen Secr: Guillermo Shechtel",Stationary; Books,image00024.jpg
00123,Argentina,Cámara Argentina de Productores Avícolas (CAPIA) / Argentine Chamber of Poultry Producers,"Av Corrientes 119, C1043AAB Buenos Aires - T: (011) 43122000; Fax: 43135666; E-mail: capia@ssdnet.com.ar - Pres: Roberto Domenech",Poultry & Game,image00024.jpg
00124,Argentina,Cámara Argentina de Productores de Drogas Farmacéuticas (CAPDROFAR) / Argentine Chamber of Pharmaceutical Drug Producers,"Carlos Pellegrini 465, C1009ABI Buenos Aires - T: (011) 43266209; Fax: 43266209; E-mail: capdro@intermedia.com.ar - Pres: Sebastian Bago",Drugs,image00024.jpg
00125,Argentina,Cámara Argentina de Productores de Envases Flexibles / Argentine Chamber of Flexible Packaging Producers,"Bacacay 1789, C1406GDC Buenos Aires - T: (011) 46314993; Fax: 46314993; E-mail: capes@pinos.com - Pres: Pedro Herrero López",Pack,image00024.jpg
00126,Argentina,Cámara Argentina de Publicaciones / Argentine Chamber of Publications,"Reconquista 1011, C1003ABU Buenos Aires - T: (011) 43116855 - Founded: 1970 - Pres: Agustín dos Santos; Gen Secr: Luis Francisco Houlin",Books,image00024.jpg
00127,Argentina,Cámara Argentina de Sociedades Anónimas / Argentine Chamber of Limited Companies,"Florida 1, C1005AAA Buenos Aires - T: (011) 43429225; Fax: 43429013 - Pres: Jorge Videla",Gen Bus,image00024.jpg
00128,Argentina,Cámara Argentina de Supermercados (CAS) / Argentine Chamber of Supermarkets,"Viamonte 342, C1053ABH Buenos Aires - T: (011) 45101700; Fax: 45101798; E-mail: casfasa@arnet.com.ar; Internet: http://www.cas.com.ar - Founded: 1964; Members Firms: 500 - Pres: Juan Mirenna",Commerce,image00024.jpg
00129,Argentina,Cámara Argentina del Aerosol / Argentine Chamber of Aerosols,"Godoy Cruz 2765, C1425FQK Buenos Aires - T: (011) 47774040",Aerosols,image00024.jpg
00130,Argentina,Cámara Argentina del Café / Argentine Chamber of Coffee Producers,"Santiago del Estero 508, C1075AAL Buenos Aires - T: (011) 43833037 - Pres: Francisco Pérez Dorrego",Coffee,image00024.jpg
00131,Argentina,Cámara Argentina del Libro / Argentine Chamber of Book Publishers,"Av Belgrano 1580, C1093AAB Buenos Aires - T: (011) 43818383; Fax: 43819253; E-mail: ca@editores.com; Internet: http://www.editores.com - Founded: 1938; Members Firms: 260 - Gen Secr: Roberto Lightowler Stahlberg",Books,image00024.jpg
00132,Argentina,Cámara Comercial del Calzado / Chamber of the Shoe Industry,"Luis Sáenz Peña 310, C1110AAH Buenos Aires - T: (011) 43834898; Fax: 43834898 - Founded: 1916; Members Firms: 460 - Gen Secr: Carlos A. Litzmann; Graciela Boeri",Shoes,image00025.jpg
00133,Argentina,Cámara de Alcoholes / Chamber of Alcohol Producers,"Maipú 267, C1084ABE Buenos Aires - T: (011) 43265953; Fax: 43265953; E-mail: pamsa@pamsa.com.ar - Pres: Jorge Casanova",Alcohol,image00025.jpg
00134,Argentina,"Cámara de Armadores, Pesqueros e Congeladores de Argentina (CAPECA) / Argentine Chamber of Baiters, Fishermen and Fish Freezers","Tucumán 731, C1049AAO Buenos Aires - T: (011) 43221032; E-mail: capeca@satlink.com.ar - Pres: Daniel Bandens",Fisheries & Fish Prod,image00025.jpg
00135,Argentina,Cámara de Empresarios Madereros y Afines (CEMA) / Chamber of Furniture Manufacturers,"Maza 578, C1220ABB Buenos Aires - T: (011) 49316940; Fax: 49316940 - Pres: Mario Solano",Furnit,image00025.jpg
00136,Argentina,Cámara de Empresas de Producción Agrícola (CEPA) / Chamber of Agricultural Producers,"Av Corrientes 119, C1043AAB Buenos Aires - T: (011) 43117314; E-mail: cepa@intermedia.com.ar, Internet: http://www.cepa.org.ar - Gen Secr: Juan Carlos Mazzini",Agri,image00025.jpg
00137,Argentina,Cámara de Empresas de Software y Servicios Informáticos / Chamber of Software Businesses and Information Services,"Av Presidente Roque Saenz Peña 852, C1035AAQ Buenos Aires - T: (011) 43284180; Fax: 43284744; E-mail: camara@cessi.org.ar - Founded: 1990; Members Firms: 100 - Pres: Jorge Cassino",Data Proc,image00025.jpg
00138,Argentina,Cámara de Exportadores de la República Argentina (CERA) / Argentine Chamber of Exporters,"Av Presidente Roque Saenz Peña 740, C1035AAP Buenos Aires - T: (011) 43944482; Fax: 43288556; E-mail: contacto@cera.org.ar, Internet: http://www.cera.org.ar - Founded: 1943 - Pres: Dr. Enrique Mantilla",Commerce,image00025.jpg
00139,Argentina,Cámara de Fabricantes de Detergentes / Chamber of Detergent Manufacturers,"Av Leandro N. Alem 1067, C1001AAF Buenos Aires - T: (011) 43124605; Fax: 43124605 - Pres: Miguel Angel Queralto; Gen Secr: Reinaldo Costa","Soap, Deterg, Cleans",image00025.jpg
00140,Argentina,"Cámara de Fabricantes de Muebles, Tapicerías y Afines (CAFYDMA) / Chamber of Furniture and Carpet Manufacturers","Manuel Ricardo Trelles 1961, C1416BRQ Buenos Aires - T: (011) 45835606; Fax: 45835608; E-mail: mueble@cafydma.com.ar; Internet: http://www.expomueble.com.ar - Pres: Pedro Teodoroff",Furnit; Carpets,image00025.jpg
00141,Argentina,Cámara de Fabricantes de Refrescos y Afines / Chamber of Soft Drink and Related Manufacturers,"Av Leandro N. Alem 734, C1001AAP Buenos Aires - T: (011) 43114271; Fax: 43114271; E-mail: camlic@house.com.ar - Pres: Guillermo Horacio Padilla",Non-Alco Bev,image00025.jpg
00142,Argentina,Cámara de Ferreterías y Afines de la República Argentina (CaFARA) / Argentine Chamber of Hardware Stores and Related Businesses,"Lavalle 1646, C1048AAN Buenos Aires - T: (011) 43726309; Internet: http://www.comerciobuenosaires.com/Entidades/Ferreteria/index.htm - Pres: Nestor Monti",Comput,image00025.jpg
00143,Argentina,Cámara de Importadores de la República Argentina / Argentine Chamber of Importers,"Av Belgrano 427, C1092AAE Buenos Aires - T: (011) 43421101, 43453003; Fax: 43411101; E-mail: cira@abaconet.com.ar - Pres: Diego Pérez Santisteban",Commerce,image00025.jpg
00144,Argentina,Cámara de Industria y Comercio de Carnes y Derivados de la República Argentina / Argentine Chamber of Meat and Derived Meat Products Industry and Commerce,"Perú 746, C1068AAF Buenos Aires - T: (011) 43629437; Fax: 43615941",Meat & Meat Prod,image00025.jpg
00145,Argentina,Cámara de Industriales Cítricos de la Argentina (CICA) / Argentine Chamber of Citrus Industries,"Lavalle 3161, C1190AAI Buenos Aires - T: (011) 48650384; Fax: 48650384; E-mail: federcitrus@ciudad.com.ar; Internet: http://www.copal.org.ar/camaras/cica.html - Founded: 1974",Fruit & Veget,image00025.jpg
00146,Argentina,Cámara de Industriales de Productos Alimenticios (CIPA) / Chamber of Food Manufacturers,"Av Leandro N. Alem 1067, C1001AAF Buenos Aires - T: (011) 43121929; Fax: 43133785; E-mail: cipa@overnet.com.ar - Members Firms: 130 - Pres: José Esnaola",Food,image00025.jpg
00147,Argentina,Cámara de Industriales Ferroviarios / Chamber of Railway Industries,"Alsina 1607, C1088AAO Buenos Aires - T: (011) 43715571 - Pres: Ana María Guibaudi",Railw & Railw Equip,image00025.jpg
00148,Argentina,Cámara de Informática y Comunicaciones de la República Argentina (CICOMRA) / Argentine Chamber of Informatics and Communications,"Av Córdoba 744, C1054AAT Buenos Aires - T: (011) 43258839; Fax: 43259604; E-mail: cicomra@starnet.net.ar",Telecomm,image00025.jpg
00149,Argentina,Cámara de la Industria Aceitera de la República Argentina (CIARA) / Argentine Chamber of Edible Oils and Fats,"Bouchard 454, C1106ABF Buenos Aires - T: (011) 43114477; Fax: 43113899; E-mail: ciara@ciara.com.ar, Internet: http://www.ciara.com.ar - Founded: 1980; Members Firms: 16 - Pres: Raul Padilla; Gen Secr: Alberto Darcy",Fat & Oil,image00025.jpg
00150,Argentina,Cámara de la Industria Cervecera Argentina / Argentine Chamber of the Brewing Industry,"Av Diagonal Norte 637, Roque Saénz Peña, 1393 Buenos Aires - T: (011) 43265767; Fax: 43265767; E-mail: camcerv@maus.com.ar",Beer,image00025.jpg
00151,Argentina,Cámara de la Industria Curtidora Argentina (CICA) / Argentine Chamber of the Tanners' Industry,"Av Belgrano 3978, C1210AAU Buenos Aires - T: (011) 49811816; Fax: 49838502; E-mail: cica@act.net.ar - Founded: 1939",Leather & Leather Prod,image00025.jpg
00152,Argentina,Cámara de la Industria de Aguas Gaseosas y Bebidas sin Alcohol / Chamber of the Carbonated Water and Non-Alcoholic Drinks Industry,"Venezuela 110, C1095AAD Buenos Aires - T: (011) 43431187 - Pres: Orlando Panizza",Non-Alco Bev,image00025.jpg
00153,Argentina,Cámara de la Industria del Tabaco / Chamber of the Tobacco Industry,"Reconquista 656, C1003ABN Buenos Aires - T: (011) 43137705 - Pres: Jorge Vives",Tobacco,image00025.jpg
00154,Argentina,Cámara de Productores de Carne Vacuna (CPCV) / Chamber of Meat Producers,"Cap Ramón Freire 183, C1426AVC Buenos Aires - T: (011) 45513623; Fax: 45512623; E-mail: cpcv@ciudad.com.ar - Pres: Enrique de León Belloc",Meat & Meat Prod,image00025.jpg
00155,Argentina,Cámara del Confort y Comercio en Artefactos para el Hogar / Chamber of the Household Appliances Industry,"Bartolomé Mitre 2162, C1039AAH Buenos Aires - T: (011) 49532902; Fax: 49531171; Internet: http://www.comerciobuenosaires.com/entidades/confort/index.htm",Househ Wares,image00025.jpg
00156,Argentina,Cámara del Tabaco de Salta / Chamber of Tobacco Producers,"Av 9 de Julio s/n, A4449AEA Apolinario Saravia - T: (03877) 493028",Tobacco,image00025.jpg
00157,Argentina,Cámara del Tabaco de Salta / Chamber of Tobacco Producers,"General Güemes 390, A4403AIQ Cerrillos - T: (0387) 4902051",Tobacco,image00025.jpg
00158,Argentina,Cámara del Tabaco de Salta / Chamber of Tobacco Producers,"20 de Febrero 559, A4430DBK General Güemes - T: (0387) 4911376",Tobacco,image00025.jpg
00159,Argentina,Cámara del Tabaco de Salta / Chamber of Tobacco Producers,"Pellegrini 149, A4405AZC Rosario de Lerma - T: (0387) 4931121",Tobacco,image00025.jpg
00160,Argentina,Cámara Industrial Argentina de Indumentaria / Argentine Chamber of the Clothing Industry,"Florida 141, C1005AAC Buenos Aires - T: (011) 43453803; Fax: 43423819; E-mail: info@claindumentaria.com.ar, Internet: http://www.claindumentaria.com.ar - Pres: José Ignacio de Mendiguren",Cloth,image00025.jpg
00161,Argentina,Centro Argentino de Ingenieros Agrónomos (C.A.D.I.A.) / Argentine Center of Agricultural Engineers,"Arenales 1678, C1061AAT Buenos Aires - T: (011) 8115430, 8123269; Fax: 8139211; E-mail: info@cpia.org.ar; Internet: http://www.cpia.org.ar - Founded: 1906; Members: 1190",Eng & Techn; Agri Mach,image00025.jpg
00162,Argentina,Centro Azucarero Argentino / Argentine Sugar Center,"Reconquista 336, C1003ABH Buenos Aires - T: (011) 43940257; Fax: 43229358; E-mail: azucar@ibm.net - Pres: Jorge Oracio Zorreguieta",Sugar,image00025.jpg
00163,Argentina,Centro Comercial e Industrial de Alcorta / Commercial and Industrial Center of Alcorta,"Pellegrini 128, S2117BHD Pueblo Alcorta - T: (03465) 470599",Commerce; Gen Ind,image00025.jpg
00164,Argentina,Centro Comercial e Industrial de Rawson / Commercial and Industrial Center of Rawson,"Mendoza Sur 4244, J5425XAB Barrio Rawson - T: (0264) 4280878",Commerce; Gen Ind,image00025.jpg
00165,Argentina,"Centro de Comercio e Industria y Producción / Center of Commerce, Industry and Production","Av San Martín 179, B2914XAB Villa Ramallo - T: (03407) 488520",Commerce; Gen Ind; Agri,image00025.jpg
00166,Argentina,Centro de Empleados de Comercio de Dolores / Center of Commercial Employees in Dolores,"Bartolomé Mitre 130, B7100BND Dolores - T: (02245) 442398",Labour Unions,image00025.jpg
00167,Argentina,Centro de Empleados de Comercio de Peyrano / Center of Commercial Employees in Peyrano,"De Brunet s/n, S2113AYA Peyrano - T: (03460) 470296",Labour Unions,image00025.jpg
00168,Argentina,Centro de Empleados de Comercio de Villa Trinidad / Center of Commercial Employees in Villa Trinidad,"D.F. Sarmiento 413, S2345ATI Villa Trinidad - T: (03491) 491268",Labour Unions,image00025.jpg
00169,Argentina,Centro de Exportadores de Cereales / Center of Cereals Exporters,"Bouchard 454, C1106ABF Buenos Aires - T: (011) 43114627; Fax: 43126924; E-mail: cerex@datamarkets.com.ar - Founded: 1943 - Pres: Tomás Insausti; Gen Secr: Adrián Ricardo Vera",Grain,image00025.jpg
00170,Argentina,Centro de Industria y Comercio de Viale / Industry and Commerce Center of Viale,"3 de Febrero 587, E3109AGK Viale - T: (0343) 4920045",Gen Ind; Commerce,image00025.jpg
00171,Argentina,Centro de la Industria Lechera / Milk Industry Center,"Medrano 281, C1179AAC Buenos Aires - T: (011) 49830587; Fax: 49584056; E-mail: cil@cil.org.ar; Internet: http://www.cil.org.ar - Founded: 1919; Members Ass: 6 - Pres: Ricardo James",Milk & Dairy Prod,image00025.jpg
00172,Argentina,Centro de Propietarios de Farmacias / Center of Pharmacy Owners,"Pedernera 162, D5730DLD Villa Mercedes - T: (02657) 424405",Drugs,image00025.jpg
00173,Argentina,Centro de Talleristas de Automotores,"Ibañez 938, E3202HQD Concordia - T: (0345) 4273091",Auto Parts,image00025.jpg
00174,Argentina,Circulo de Jovenes Empresarios / Circle of Young Entrepreneurs,"Suipacha 1195, S2002QOG Rosario - T: (0341) 4393752",Gen Bus,image00025.jpg
00175,Argentina,Circulo de Periodistas Deportivos / Circle of Sports Magazines,"Sucre 135, X5000JWC Córdoba - T: (0351) 4221361",Magaz,image00025.jpg
00176,Argentina,Colegio de Abogados de Catamarca,"Maipú 381, K4700EOG San Fernando del Valle de Catamarca - T: (0383) 431283",Lawyers,image00025.jpg
00177,Argentina,Colegio de Abogados de Comodoro Rivadavia,"Av H. Yrigoyen 615, U9000DEG Comodoro Rivadavia - T: (0297) 4468657",Lawyers,image00025.jpg
00178,Argentina,Colegio de Abogados de Córdoba,"Ayacucho 3256, X5000JUG Córdoba - T: (0351) 0368",Lawyers,image00025.jpg
00179,Argentina,Colegio de Abogados de Jujuy,"Alsina 173, Y4500EWC San Pedro - T: (03884) 420797",Lawyers,image00025.jpg
00180,Argentina,Colegio de Abogados de Rafaela,"Buenos Aires 168, S2300BKB Rafaela - T: (03492) 431405",Lawyers,image00025.jpg
00181,Argentina,Colegio de Abogados de Villa Carlos Paz,"J. Hernández 35, X5152FYA Villa Carlos Paz - T: (03541) 0978",Lawyers,image00025.jpg
00182,Argentina,Colegio de Arquitectos de Mendoza,"Av Bartolomé Mitre 617, M5500EHB Mendoza - T: (0261) 4230568",Archit,image00025.jpg
00183,Argentina,Colegio de Arquitectos de Reconquista,"Habegger 1145, S3560DLW Reconquista - T: (03482) 3521",Archit,image00025.jpg
00184,Argentina,Colegio de Arquitectos de Salta,"Pueyrredón 341, A4400EAG Salta - T: (0387) 4317029",Archit,image00025.jpg
00185,Argentina,Colegio de Arquitectos de Villa Carlos Paz,"R.S. Peña 187, X5000LOC Villa Carlos Paz - T: (03541) 6606",Archit,image00025.jpg
00186,Argentina,Colegio de Farmaceuticos de Catamarca,"Almagro 133, K4700APC San Fernando del Valle de Catamarca - T: (0383) 432303",Drugs,image00025.jpg
00187,Argentina,Colegio de Farmaceuticos de General San Martín,"Dr. Honaine 2918, B1651ARH San Andrés - T: (011) 47549444",Drugs,image00025.jpg
00188,Argentina,Colegio de Farmaceuticos de la Provincia de Buenos Aires,"Av Presidente H. Yrigoyen 27, B6400BDA Trenque Lauquen - T: (02392) 432563",Drugs,image00025.jpg
00189,Argentina,Colegio de Farmaceuticos de San Isidro,"Don Bosco 74, B1642FDB San Isidro - T: (011) 47320980",Drugs,image00025.jpg
00190,Argentina,Colegio de Mandatarios del Automotor,"Pasco 1919, S2000ECM Rosario - T: (0341) 4823735",Freight Transp,image00025.jpg
00191,Argentina,Colegio de Martilleros y Corredores Publicos de Dolores,"Castelli 265, B7100ACE Dolores - T: (02245) 440806",Auct,image00025.jpg
00192,Argentina,Colegio Farmaceutico de Ameghino,"Calle 9 No. 485, B6064BJI Florentino Ameghino - T: (03388) 471854",Drugs,image00025.jpg
00193,Argentina,Colegio Notarial de San Martín,"Avellaneda 350, M5570CXH Libertad General San Martín - T: (02623) 424130",Notar,image00025.jpg
00194,Argentina,Comisión Nacional de Comunicaciones (CNC),"Perú 103, C1067AAC Buenos Aires - T: (011) 43479242; Fax: 43479244 - Pres: Dr. Roberto Catalán",Telecomm,image00025.jpg
00195,Argentina,Comisión Nacional de Energía Atómica (CNEA),"Av del Libertador 8250, C1429BNP Buenos Aires - T: (011) 47041384; Fax: 47041176; E-mail: freijo@cnea.edu.ar; Internet: http://www.cnea.gov.ar - Founded: 1950 - Pres: Jacobo Dan Beninson",Energy,image00025.jpg
00196,Argentina,Comité Federal de Radiodifusión (COMFER),"Suipacha 765, C1008AAO Buenos Aires - T: (011) 43204900; Fax: 43946866 - Founded: 1972 - Pres: José Aiello",Radio Stat,image00025.jpg
00197,Argentina,Confederación de Organizaciones Turísticas de la América Latina (C.O.T.A.L.),"Viamonte 640, C1053ABN Buenos Aires - T: (011) 3923562, 3924003 - Founded: 1957; Members Ass.: 1340",Tourism,image00025.jpg
00198,Argentina,Confederación Farmacéutica Argentina / Argentine Pharmaceutical Confederation,"Av Pte. Julio A. Roca 751, C1067ABC Buenos Aires - T: (011) 43348424; Fax: 43348424; E-mail: cofa@sminter.com.ar - Pres: Norberto López",Drugs,image00025.jpg
00199,Argentina,Confederaciones Rurales Argentinas (CRA) / Argentine Rural Confederations,"México 628, C1097AAN Buenos Aires - T: (011) 42611501 - Founded: 1944; Members: 100000; Members Ass.: 330 - Pres: Arturo J. Navarro",Agri,image00025.jpg
00200,Argentina,Consejo Interamericano de Comercio y Producción (CICYP),"Av Leandro N. Alem 36, C1003AAN Buenos Aires - Founded: 1941",Agri; Commerce; Gen Ind,image00025.jpg
